ASN,Organization
58765,B-Tel Internet pvt Ltd
58912,Chittagong Telecom Services
58963,Infonet online solutions
59165,Auspice Infratel
59185,NETRUN TECHNOLOGIES
59191,PEERCAST TELECOM INDIA
59521,Stichting Kabeltelevisie Pijnacker
59574,Stupino NET
59595,Teneta Telekom Ltd.
59600,Atlas Telecom Ltd.
59607,Telewizja Kablowa Hajnowka Kiedys Kiryluk SJ
59625,Korek Telecom Company for Communications LLC
59668,Turon Media
59710,1N
59713,JSC 'ER-Telecom Holding'
59723,Vaecom Telecomunicaciones
59815,Kompeatelecom Ltd.
59833,JSC Sevastopol Telekom
59877,VA telecom
59909,Tele-Tec GmbH
59948,StarNet Telecom Sp. z o.o.
59975,Play-Telecom
60042,OnTelecom
60095,Ufanet Nizhniy Novgorod Branch
60139,Sever-Telecom
60171,AFR-IX Telecom
60191,Nowatel
60267,FIBRAWORLD TELECOM S.A.U.
60277,Telcom Limited
60388,Transneft Telecom
60471,Mobitel-BGP
60533,SateliX
60563,Transmitel Sp. z o.o.
60599,KOMPAS TELECOM Ltd
60609,APFUTURA TELECOM
60619,TelcoNet Kft.
60641,HEXATEL SAS
60738,OOO PKF 'Delta Telekom'
60740,Joint-Stock company 'Arctictelecom'
60793,Ocean Unified Communications
60815,Data Net Telecom Co. Ltd
60840,OJSC Telecom-Service
60849,NaiTel “Aqaba Digital Hub”
60880,HorizonTelecom
60886,Amit Net Telecom LTD
60904,ATC Telecom LTD.
60986,ZagorodTelecom LLC
60989,Sinergia Telecomunication
61031,Escomtel Backbone Network
61064,Tele-Necik.PL
61068,NECSTEL
61121,Odintsovo
61124,Marston's Telecoms Ltd
61143,Jersey Airtel Limited
61208,SCORTEL SRL
61233,TERRA TELEKOM SP. Z O.O.
61403,Sever Telecom JSC
61408,AGO TELECOM
61452,Restel S.A.
61481,Coopetel El Bolson Ltda
61510,Cooperativa Telefonica de Calafate
61582,ATRIX ENGENHARIA
61583,WDS TELECOM Brasil
61603,Goias Telecomunicações SA. - GOIAS TELECOM
61614,67 Telecom
61621,Norte.Net Telecomunicações
61637,RADIOBRAS TELECOM
61638,Impactnet Telecomunicacoes LTDA
61648,PLAYIP
61649,CONECT TELECOMUNICACOES COMUNICACOES E MULTIMIDIA
61659,godnet telecom
61662,G2 XAXIM TELECOMUNICACOES
61664,Rondotech Telecom
61675,GRANDE REDE TELECOM EIRELLE
61696,DOMUS TELECOM
61699,Fernando Oliveira Cambuhy Informatica - ME
61700,Uai Telecom Comunicacao Multimidia Ltda
61719,SP TELECOMUNICAÇÕES
61725,MR Telecom
61727,SPN Telecom
61728,Infonavi Telecomunicações Ltda - Me
61729,CB NET TELECOM
61740,Telecab Telecomunicações
61744,power net telecom eireli-me
61745,NBS TELECOM
61751,SINTNET-TELECOMUNICACOES E INFORMATICA LTDA
61754,I3 TELECOMUNICACOES - EIRELI
61761,AGATANGELO TELECOM
61765,Forza Telecom
61773,G+ NETWORK TELECOM EIRELI - ME
61782,WNNet Telecom
61784,AltaNET Telecom
61792,IPNET TELECOM
61794,TW TELECOM JACIARA EIRELI
61797,CHECK-UP NET TELECOM
61800,VIGORA TELECOM
61817,Halley
61824,Top Serviços de Telecomunicações Ltda
61829,CNET TELECOM
61834,JACOMELI TELECOM
61844,PATH TELECOM AS61844
61851,Garra Telecom
61854,CLICKNET TELECOM PROVEDOR DE INTERNET
61855,NovaNet Telecom
61884,OLLA COMUNICACAO LTDA
61888,GFT COMERCIO DE TELEFONIA E COMUNICACAO
61889,BRASIL DIGITAL TELECOMUNICACOES
61893,RMS Telecom
61908,Nova Net Telecomunicações Ltda
61916,Stargateway Informatica e Telecomunicacoes Ltda
61923,SUNWAY TELECOM
61934,Puma Internet
61936,VIATEC TELECOMUNICAÇÕES LTDA
61937,Oquei Telecom Ltda
61942,TurboNet Telecom
61951,Brasil-IP
61976,JSC Selectel
61995,AIRNET d.o.o. za telekomunikacije
62006,Unecha Television Network Ltd.
62040,Innovative Telecommunications
62041,Telegram Messenger EUR
62069,Telecommunication Union Ltd.
62147,Marinex Ampol 2 Telewizja Kablowa Sp zoo
62201,KTM Telekom
62205,Unitel LLC
62211,VODAFONE MOBILE OPERATIONS LTD.
62259,Intelesi LLC
62332,TELPLAY
62336,PURtel.com
62386,BTG
62423,Telecom Center
62592,HOPI TELECOMMUNICATIONS
62627,WorldNet Telecommunications LLC
62886,OMNITEL
63134,IHR-TELECOM
63527,China Telecom Global IPX
63838,Hengyang
64043,EUROTELBD-ONLINE-LTD-BD
64079,China Telecom Global Limited
64139,GRUPO METROWAN TELECOM
64227,CONSOLIDATED TELEPHONE AS 64227
64411,Correos Telecom SA S.M.E.
64419,Ecotel
64466,UNIVERSAL MOBILE SYSTEMS LCC
131090,NT(CAT) Broadband
131111,PT Mora Telematika Indonesia Tbk - Domestic
131207,SINET-KH
131210,Yashash Cable Network Pvt Ltd
131215,Sanchar Telenetwork
131267,Star Telecom
131285,Blueberry Telecom Global Pte Ltd
131293,National Telecom Public Company Limited (NT)
131325,CHINATELECOM JIANGSU province NANTONG MAN network
131465,Marbel Telephone System Inc
131584,Taiwan Intelligent Fiber Optic Network  Co.Ltd.
131627,Peicity Digital Cable Television. LTD
131702,PT Mora Telematika Indonesia Tbk - Mora-IXP
131915,Hamamatsu Cable Television
131952,POTATO-NET
132004,Touch Net India
132021,Kalibo Cable Television Network
132148,HORIZON TELECOM INTERNATIONAL COMPANY
132199,Globe Telecom Inc.
132215,Powergrid Teleservices Limited
132325,LEMON TELECOMMUNICATIONS LIMITED
132369,XIANGAO INTERNATIONAL TELECOMMUNICATION LIMITED
132447,Hutchison Telecommunications Lanka
132497,DNA Infotel Private Limited
132510,IDC ShanXi China Mobile communications corporation
132518,Sheen Telecom Consultants AS132518
132525,HeiLongJiang Mobile Communication Company Limited
132599,Ministry of Posts and Telecommunication
132608,Mango Teleservices Limited-ISP
132754,REALTEL NETWORK SERVICES
132923,VIHAAN TELECOMMUNICATION
132933,Charotar Broadband
132960,M-Net Fiber Fast
132971,Sikka Star Satellite
132999,Richa Telecom
133000,ARJUN TELECOM PRIVATE LIMITED
133118,China Unicom IP network
133202,Afghanistan Faiz Satellite Communications AFSAT
133275,Gigantic Infotel Pvt Ltd
133285,CNSINFOTEL-AS
133357,TELKOM UNIVERSITY
133495,Vision Telecom
133606,Viettel Timor
133647,ELXIRE DATA SERVICES
133685,SDN TELECOM
133798,SMARTFREN TELECOM
133817,Inti Data Telematika
133982,Excitel
133989,SBR Telecom
134004,Foxtel Telecommunications
134033,Hi Reach Broadband
134090,Leaptel
134241,Mamuric7 Telecommunications Corporation
134293,Kutch Telelink
134294,R P World Telecom Pvt Ltd
134302,Oxynet Telecommunications
134316,IAXN TELECOM
134420,Chongqing Telecom
134497,Cine Cebu
134540,Tata Tele Business Services (Broadband)
134697,LAUNTEL
134714,ETPCL-AS-AP
134761,CHINANET NINGXIA province ZHONGWEI IDC network
134810,China Mobile Group JiLin communications corporation
134878,GLORIOSA INFOTEL IT SERVICES INDIA PRIVATE LIMITED
134885,Global (India) Tele-Infra
134976,MATL
135025,NexLogic Telecommunications Network Inc.
135059,Lao Asia Pacific Satellite
135076,INFOCOM
135089,China Telecom
135191,HARKYAL TELE SERVICES PRIVATE LIMITED
135218,Gtel Communications
135300,Myanmar Broadband Telecom
135307,Golden TMH Telecom Co.
135345,NewMountainView Satellite
135357,HONG KONG KOWLOON TELECOMMUNICATIONS CO.LIMITED
135386,LinkChina Telecom Global Limited.
135407,TransWorldEnterpriseServices
135409,Kacific Broadband Satellites
135650,MTABS-AS-AP
135687,Qwistel Network Service
135722,Teleglobal Communications
135744,VeloxR Telecom Pvt Ltd
135804,Johnson Telemarketers
135810,Speedglobal Telecom Network
135887,Belong  (Telstra Corporation Ltd)
135905,VIETNAM POSTS AND TELECOMMUNICATIONS GROUP
135964,RVC Network
136030,Redtone Telecommunications Pakistan
136054,PT.COMTELINDO
136121,Digital Media Telematika
136167,CHINA TELECOM (MACAU) COMPANY LIMITED
136255,Mytel
136280,Costel Networks
136284,Paradise Telecom
136356,Purenet Telecom India
136362,Yes India Communications
136376,Udayatel Communications
136474,Marga Global Telecom Limited
136598,HN Telecom
136617,Fortune Telecom Company
136632,Vajra Telecom
136664,D D Telecom
136696,Arktel Networks
136841,MITRA TELEMEDIA MANUNGGAL
136861,ARTAMEDIA CITRA TELEMATIKA INDONESIA
136874,Garuda Media Telematika
137047,TELECOMMUNICATION AND TECHNOLOGY MASTERS
137109,Grace Teleinfra
137114,Kwikzo Telecomm
137124,Jai Mata Di Telectronix Private Limited
137135,Pc Care Airway Infratel Network
137166,Satellite Netcom Private Limited
137226,ANGELES CITY CABLE TELEVISION NETWORK INC.
137239,Fil Products Service Television
137266,CHINATELECOM Hubei province Wuhan 5G network
137310,Shangkuriang Telekomunikasi Indonesia
137376,PT Tele Net
137404,Kabankalan Community Antenna Television System
137412,Tashi InfoComm | Mobile
137532,Bhuiyan Telecom
137551,REDLINK TELECOM Co. Ltd
137604,Sahjanand Telecom Pvt Ltd
137651,Activline Telecom
137669,Asg Telecom
137689,IOT Jiangsu network Chinatelecom P.R.China.
137693,CHINATELECOM Guangxi Nanning IDC networkdescr: Nanning  Guangxi Province P.R.China.
137697,CHINATELECOM JiangSu YangZhou IDC networkdescr: YangZhou  Jiangsu Province P.R.China.
137699,CHINATELECOM Jiangsu Suqian IDC network
137818,Panay Telephone
137853,TELNET Cambodia
137872,China Mobile Hong Kong AS137872
137967,Stardust Telecom
138088,GRATELINDO-AS-ID
138102,Baraya
138166,Mascots Myanmar
138169,China Telecom
138179,PACIFIC MOBILE TELECOM
138199,TRANSATEL ASIE
138257,Gigatel Infocomm Pvt Ltd
138384,Rakuten Mobile
138407,The Internet Data Center of Guizhou Mobile Communication Company Limited
138828,TELIO INTI NUSA
138854,Inter Medialink Solusi
138958,Tandag Electric & Telephone Company
139034,Sattelite Plus Incorporated
139080,The Internet Data Center of Sichuan Mobile Communication Company Limited
139204,RACITELCOM Inc.
139226,Brother Telecom (Cambodia) co. Ltd.
139325,IQ-TEL
139438,PT Pembangunan Sarana Telematika
139473,Shebatel Network Ltd
139515,ZITA
139530,Skyair Telecom Private Limited
139547,Vimitel Network
139555,ABROCOMM-AS-IN
139560,PATEL INTERNET
139587,China Telecom Henan Zhengzhou Shujugang IDC network
139622,QUE TEL BD
139628,Mega TrueNET
139692,CHEN GUANG COMPANY LIMITED
139752,Multinetwork Cable Television
139759,FSMTC - AS139759
139820,HG TELECOMMUNICATION PRIVATE LIMITED
139831,DITO Telecommunity Corporation
139901,Startrek Telecom Ltd.
139925,SharkNet Telecom Pvt. Ltd.
139997,Wortel
140061,Qinghai Telecom
140084,Sinthia Telecom
140105,Shaanxi Mobile Communication Company Limited
140174,Mithril Telecommunications
140201,Rtel Internet Services
140220,Sky Network Television Ltd
140292,CHINATELECOM Jiangsu province Suzhou 5G network
140293,CHINATELECOM Jiangsu province Changzhou 5G network
140345,CHINATELECOM Yunnan province Shengji 5G network
140394,DIREKTORAT JENDERAL KEKAYAAN INTELEKTUAL KEMENTERIAN HUKUM DAN HAM REPUBLIK INDONESIA
140485,CHINATELECOM ZHEJIANG province HANGZHOU 5GC network
140499,Khan Telecommunications
140527,China Telecom
140636,China Telecom
140638,China Telecom
140745,VINTEK VIET NAM TECHNOLOGY TELECOM CO.LTD
140762,Vinh Railway Signalling - Telecom Joint Stock Company
140903,CHINA TELECOM
141146,Indonesia Telekomunikasi Teknologi
141269,Fast Net Telecommunications Private Limited
141285,Octel Network
141395,netElastic Technologies
141509,Uteleservices
141618,ACT Communications
141679,China Telecom Beijing Tianjin Hebei Big Data Industry Park Branch
141709,Clare Cable TeleVision
141739,China Telecom
141799,INDTEL
141804,Em-cyberspace Services
141820,Digital Telecom
141834,Neolog Online Services
141898,Milenial Inti Telekomunikasi
141902,Jawa Provider Telematika
141983,Rajeg Media Telekomunikasi
141998,China Telecom
142063,Grand Tel
142319,Telemedia Komunikasi Pratama
142332,PT Telekomunikasi Internet Indonesia
142381,Mactel
142404,China Telecom
142445,WAVENET INFRATEL PRIVATE LIMITED
142453,Jetway
142459,Aeertel Fibernet Telecom
142477,NIVID TELECOM INDIA PRIVATE LIMITED
142513,LEVOTEL BIGNET SOLUTIONS PVT LTD
142534,FUTURENET TELECOM PRIVATE LIMITED
146956,Hamid Electronics and Automobiles
146966,China Telecom
147003,ALLIANCE INTELLIGENT TECHNOLOGIES PTE. LTD.
147038,China Telecom
147042,Panabo Satellite Cable Television
147121,PT Marva Global Telekomunikasi
147221,INSPITELE SOLUTIONS PRIVATE LIMITED
148981,China Telecom
149118,3S Viet Nam Technology Joint Stock Company
149178,China Telecom
149217,REETEL BROADBAND
149240,Megatel Networks Private Limited
149357,Ultra Mandiri Telekomunikasi
149360,Indo Telemedia Solusi
149422,VYBETELECOM
149526,GITELENET
149570,Speech Tell Communication Private Limited
149635,BICOL TELEPHONE AND TELEGRAPH INC.
149688,IDNIC-SNT-AS-ID
149972,PT Salingka Telekomunikasi Nusantara
150045,Metanet Telecommunications India Opc Pvt Ltd
150070,SPIRETEL TECHNOLOGIES PRIVATE LIMITED
150099,SPEED HEX TELE COMMUNICATIONS PVT LTD
150193,Olean Permata Telematika
150215,IDNIC-EBTEL-AS-ID
150249,Atharva
150265,Rajawali Bintang Cemerlang Telkomedia
150359,Cable Television TOYAMA
150371,Pace Telecom and Brodcasting
150562,NRH TELECOM PRIVATE LIMITED
150576,ZYETEK TELECOM
150683,Fasttel Broadband
150955,IDNIC-MIT-INTEGRA-AS-ID
150998,PT Atmega Telecomindo Nusantara
151122,Kp Infratel Network
151125,LINKTEL-AS-IN
151176,TELDROPS IT NETWORK SERVICES
151185,China Telecom
151333,ASCON TEL (PRIVATE) LIMITED
151408,FIL-AS-AP
151590,PT Pandawa Global Telematika
151653,General Telephone System
151678,Iriga Telephone Company Inc.
151732,Onremote Telecom
152079,PT Meta Telekomunikasi Asia
152525,Jetsys Telelink Opc Private Limited
152830,IDNIC-EXATEL-AS-ID
153233,TOSHAM TELECOM PRIVATE LIMITED
153335,STARFAX TELECOMMUNICATIONS
153557,Shamal Telecome Company
196638,Promtelecom
196730,TELSAT.TV Sp. z o.o.
196797,Joint Stock Company TransTeleCom
196854,ISATEL
196874,Telenet S.r.l.
196921,Wireless Mobile Data Company
196925,Azertelecom
196927,Regionalna Telewizja Kablowa Spolka Jawna L.Iwanski i Wspolnicy
196961,Teleport LLC
196994,Telekomunikacja Wschod
197013,Sprintel s.r.o.
197064,EmiTel S.A.
197074,Regionalnye Telesystemy Ltd.
197113,LCS Systemy Teleinformatyczne
197131,Ketnet Telecom Ltd
197156,Petit Telecom
197204,Telemaks
197207,Mobile Communication Company of Iran
197217,Shentel_AS
197221,Beetec Telekom
197235,Avantel Samara
197275,ASLINKTELECOMNN
197298,MST LLC
197311,Juzhnye telefonnye seti Ltd
197336,TEL-KAB Sp. z o.o.
197394,Telecommunications 21 century LLC
197423,Jotel d.o.o.
197453,Biz Telecom LLC
197470,TELE-TV d.o.o.
197503,Sptelek
197663,POLANS telekomunikacijske storitve d.o.o.
197831,Telekom Ltd
197862,Netfone Telecom Tavkozlesi es Szolgaltato KFT
197883,Serinya Telecom
197897,5KOM OOD
198056,TeleOka Kom Ltd.
198089,IP Visie Networking
198193,Television por Cable Santa Pola
198225,MDDSL
198227,New Telecom Ukraine
198228,Silistra TV
198232,ZAKLAD TELEWIZJI KABLOWEJ 'TELE-KAB' MARIANNA GRYGA HENRYK SMYREK S.C.
198279,Albanian Telecommunications Union
198295,JSC 'ER-Telecom Holding'
198335,TRANSATEL EUROPE
198381,Star Satellite Communications Company - PJSC
198388,Zastrahovatelna Kompania Lev Ins AD
198404,RENTEL WIFI S.L.
198454,SISTEC TELECOM
198507,Quantic Telecom
198541,INTERCOMTEL Limited Company
198551,Societe Atlantique de Telephonie et Communication SARL
198632,Telia Eesti AS
198662,IREMNET TELEKOMUNIKASYON TEKNOLOJI SAN ve TIC LTD STI
198826,LLC 'INZHENERNYE SETI - TELEKOM'
198890,Albanian Fiber Telecommunications
198950,Telenet Systems GmbH
198967,BITel
198977,UnArtel s.r.o.
199276,Tele.co.Albania Sh.p.k
199290,MOWITEL
199565,O TELEKOMUNIKACIJE d.o.o.
199585,TELNET Ropczyce Sp. z o.o.
199713,MLL Telecom
199715,MSI Telekom Sp. z o.o. Sp. k.
199736,Gurbtec Iguana Telecom SL
199739,Earthlink Telecommunications Equipment Trading & Services DMCC
199782,Teletime Ltd.
199809,Maxtel LLC
199952,Television Costa Blanca S.L.
199995,Omega Telecom
200064,Red digital de telecomunicaciones de las islas baleares
200072,Gestel Teleservice 2000 S.L.
200093,Deutsche Telekom MMS GmbH
200100,T&T Tecnologie e Telecomunicazioni Srl
200218,Tvoy Novy Telecom LLP
200290,AVATEL TELECOM SA
200387,Tele puerto real SL
200519,fiberONE.de
200539,INTELLY
200555,WiFi Canarias de Telecomunicaciones y Fibra SL
200635,pragmatel s.r.o.
200689,TELEIMPIANTI
200724,MTEL Austrija GmbH
200738,Interfibra Telecomunicaciones
200799,SILTEL TELECOMUNICAZIONI SRL
200810,CONECTA 3 TELECOM
200845,Avatel Telecom
200920,IT Partners Telco Sp. z o.o.
200922,Yug-Telecom Ltd.
200988,Bridge Telecom LLC
201004,GlobalTT
201041,Obltelecom LLC
201109,BIVID TELECOM SL
201167,Caspian Telecom
201178,Euronet Telekomunikasyon
201179,Teraline Telecom
201183,VoipTel Italia
201211,LLC 'Tvoi Telecom'
201285,Kirzhachtelecom LLC
201296,Proftelecom-Service Ltd
201328,Telewizja Kablowa Kolobrzeg Agencja Uslugowo - Reklamowa sp. z o.o.
201337,AVATEL TELECOM SA
201427,M2M Uslugi Teleinformatyczne
201466,Xarxes de Telecomunicacions Alternatives SL
201540,Pishgaman Toseeh Fanavari Etelaat Va Ertebatat Jonoub (Joint Stock Company)
201691,Fannavari Etelaate Samane Kavoshgar Ide Ltd.
201704,VALL DE SOLLER TELECOMUNICACIONS SLU
201719,Teleklik
201748,INFOTELECOM NETWORKS SL
201767,'Uzbektelekom' Joint Stock Company
201826,LLC eratelecom company
201843,IBERSONTEL
201860,MyTelco Ltd
201952,LTD AtelRybinsk
202011,ENPLUS TELECOM
202023,Only
202047,BREAK FREE TELECOM SL
202074,Link Telecomunicazioni SRL
202103,Gigatel
202125,ACACIO SERVICIOS TELEMATICOS S.L.
202170,DSTELECOM S.A.
202175,'Uzbektelekom' Joint Stock Company
202208,teutel GmbH
202279,STATE UNITARY ENTERPRISE OF THE DONETSK PEOPLE'S REPUBLIC 'REPUBLICAN TELECOMMUNICATIONS OPERATOR'
202289,Lovitel LLC
202352,CONECTA 3 TELECOM S.L.
202371,ZAL Network S.r.l.
202382,HYTEL
202491,WINET TELECOM SL
202498,TInkoff Mobile
202561,High Speed Telekomunikasyon
202654,Acerko Telecom S.L.
202660,'Uzbektelekom' Joint Stock Company
202805,I-TEL
202813,Liberatel Comunicaciones
202825,NEAR TELECOM S.L.
202844,Airsip telecomunicaciones S.L
202883,FATEN FACILITIES ENERGY TELECOM S.L.
203052,Teletek 5060
203088,Slavtelecom LLC
203183,ARNOLD CALLE TELECOM S.L.
203198,PP Telecommunication systems Grado
203214,Hulum Almustakbal
203223,Unica Telecomunicazioni
203324,JetTelecom sistemas S.L.
203389,Telewizaja Kablowa BART-SAT
203408,Zaklad Budownictwa Liniowego TELBIAL Sp z o.o.
203441,Mittelrhein-Verlag GmbH
203447,Miratel Ltd
203451,K-telekom LLC
203481,AstanaMegatel Ltd.
203503,TICAE TELECOM
203540,Witel Srl
203593,TeleMark
203600,VIVAFIBRA TELECOMUNICACIONES S.L.
203628,Televoice Polska
203657,SAKNET BILISIM TELEKOMUNIKASYON SAN. TIC. LTD.STI.
203712,XARTIC
203835,SAMBATEL CONSULTING SL
203877,Astra Telekom
203936,Iberwix Telecom
203937,CYFROTEL SPOLKA JAWNA MARIUSZ ULIDOWSKI MAREK BZDZIUCH
203964,4Tel Telekomunikacije
203995,Lyse Tele AS
204020,Fenice Telekom Grupa
204041,Citytelecom LLC
204172,TTC TELEKOMUNIKACE s.r.o.
204177,CVS Mobile informacijske resitve d.d.
204188,ITSG
204297,LLC ' Belgorod Networking Telecommunication Company'
204303,TRABUCO TELEVISION SL
204348,REKORNET
204350,Ipboom Telecom LLC
204379,INNOVIA SICUREZZA INFORMATICA E TELECOMUNICAZIONI SRL
204445,DB Systel GmbH
204457,Atlantis Telekomünikasyon bil. hizm. san.tic.ltd.şti.
204461,VITELECOM LLC
204490,Kontel LLC
204581,MOVIMIENTO TELEVISIVO S.A.
204694,ISCHIA TELECOMUNICAZIONI S.R.L.
204736,Nida Telekomunikasyon Hizmetleri A.S
204797,Jamitel sp. z o.o.
204798,Max Link Company
204811,ZINNIA TELECOMUNICACIONES SL.
204814,LB Annatel LTD
204929,Television Telephony Internet of Ukraine Ltd.
204986,Sparktel LLC
205119,TELEKS DOOEL Skopje
205201,Public Service Media Radio Television of Serbia
205249,telenetwork AG
205270,FIBROPTIC CAT TELECOM SL
205471,Telephone Network of Ashgabat City CJSC
205565,Base Telecommunications LLP
205624,Telecomunicaciones Publicas Andaluzas S.L.
205638,T-Mobile
205673,Lanet-kvo
205714,Telemach Croatia
205715,Fitel Network
205741,Mitteldeutsche IT GmbH
205784,NV Telecom
205800,Steps Telecom
205852,ISTTELKOM ISTANBUL ELEKTRONIK HABERLESME VE ALTYAPI HIZMETLERI SANAYI VE TICARET ANONIM SIRKETI
205893,WIFI TELEKOM
205981,FIBRAWORLD TELECOM S.A.U.
206026,Kar-Tel LLC
206066,Teledom LLC
206077,Lecrin Television S.L.
206094,TELBESKID Sp. z o.o.
206119,Veganet-Telekom
206163,TBTNET
206206,KNET
206262,TelKos
206276,Citelia
206280,Redes Telecomunicaciones Certificaciones Canarias S.L.
206298,RKM Regional Kabel TV Moelltal und Telekommunikation GmbH
206346,'Pan Telecom' EOOD
206366,Rural Telecom
206369,TELEKOM.pl Sp. z o.o.
206385,OOO 'SPETSTELECOM-YUG'
206430,INFOTEC TECNOLOGIA INTEGRAL Y TELECOMUNICACIONES SL
206438,MX-NET Telekomunikace s.r.o.
206448,LLC 'SouthTransTelecom'
206539,HelloTel
206557,ELTELE
206579,Hrubieszowska Telewizja Kablowa (HTK)
206660,Sphere Telecom SARL
206661,JSC 'ER-Telecom Holding'
206674,Telecentrum
206737,IschiaWifi
206757,TECNOCOLOR TT TELECOMUNICACIONS SL
206772,RJK Multimedia Shop
206791,Slobozhenyuk B.Y. PE
206866,Gartel
206891,Kanton Luzern Dienststelle Informatik
206943,EANCENTER TELECOM LLC
206988,Argosid Network
207044,Enet Telecommunications Networks Limited
207050,FIBRAWORLD TELECOM S.A.U.
207136,AUREA ENERGIA Y TELECOMUNICACIONES S.L.
207156,IBS Kampinos telco
207198,Kabelova televize Koprivnice s.r.o.
207234,Mobile Breitbandnetze GmbH
207348,Tehnoline Telekom d.o.o.
207369,Skynet Telecom LLC
207547,Svyaztelecom LLC
207617,ELMA TELEKOMUNIKASYON SAN.TIC.LTD.STI.
207693,Telekabel Ltd.
207987,EM SISTEMAS INFORMATICOS Y TELECOMUNICACIONES DE MALLORCA SL
208041,INTERTELL
208070,TILYTEL B.
208077,AS
208087,Novosibirsk Telecommunication Company (Ulan Ude)
208142,LLC Rocket Telecom
208221,Orion Telecom Bratsk
208314,Access Telecom Ltd.
208324,NBTEL Downstream
208329,Ceska televize
208337,TELEMANAPOLI
208466,eontelco
208569,NORVOZ
208578,Macrotel Italia
208596,Verimax Telecom SL
208645,LOOP21 Mobile Net GmbH
208767,TELEVALENTIN S.L
208877,Sistel Srl
208879,Teraline Telecom Ltd
208905,Tamares Telecom
208909,Gurbtec Iguana Telecom SL
208932,Teleglobal Services Limited
209008,UGTELECOM LLC
209170,NOVATELDIGITAL
209202,Gurbtec Iguana Telecom SL
209206,VORONEZH TELECOM LLC
209344,ENA Operador de Telecomunicaciones S.L.
209372,SIA 'Singularity Telecom'
209400,KurpfalzTEL
209429,Max Telekom s.r.o.
209479,GROUPE TELECOMS DE L OUEST SAS
209492,INFORMATICA Y TELECOMUNICACIONES SARRIA S.L.
209627,ARTELIA HOLDING SAS
209728,Expert Telecom LLC
209759,Moy Telecom LLC
209791,AREA WIFI TELECOM S.L.
209835,Avanza Fibra
209956,Telkoturk
209992,Telweb
210021,DIL Technology AS210021
210104,Wawtel
210123,Nubbitel
210135,Yug-Telecom-K Ltd.
210178,Skyfibernet Telekomunikasyon Internet ve Iletisim Hizmetleri Ticaret Limited Sirketi
210264,Gega Telecom
210273,Montazh Stroj Servis TOO
210298,K-net Telekommunikation GmbH
210472,Parlem Telecom Companyia de Telecomunicacions SA
210593,APROOP TELECOM S.L.U
210625,Wecom Mobile Ltd.
210670,INFORMATICA Y NETWORKING COMPOSTELA SLU
210692,Soluciones y Asesoramiento en Telecomunicaciones S.L.
211057,Astra for Telecommunication and IT Services
211196,Mtel Austria GmbH
211291,Tulun-TeleCom Ltd
211391,Mitan Telematica
211433,Silver Telecom Ltd.
211709,turbonet
211887,CABUKNET TELEKOM VE BILGI TEKNOLOJILERI LIMITED STI.
212087,JOTELULU
212175,Stelia
212269,AY TELEKOMUNIKASYON ILETISIM BILGISAYAR BILGI TEKNOLOJILERI ITHALAT IHRACAT SANAYI VE TICARET LIMITED STI
212335,Simoresta GL2
212384,Simoresta GL
212462,Wizon Telecom
212598,SFCTEK Bilisim Yazilim ve Telekomunikasyon Hiz. San. ve Tic. LTD. STI.
212695,Link Telecom Service Ltd
212713,TELECOM GROUP
212945,INT TELELOMUNIKASYON VE INTERNET
213024,StarTelecom
213155,Yettel Hungary Ltd.
213261,SADENET TELEKOMUNIKASYON
213402,Rahat Telecom LLC
213498,Infronet-Telecom LLC
213890,NOVOROS-TELECOM LLC
214089,YOUTEL NETWORK S.L.
214429,Sever Telecom JSC
214941,UPCELL TELEKOMUNIKASYON LIMITED SIRKETI
214954,CATALUNYA TELECOM S.L.
215222,Cable and mobile best service MCHJ
215856,Fabertelecom SL
215927,SURWITEL COMUNICACIONES S.L.
216046,Tele.Co.Albania SHPK
216158,Teleport Rus LLC
216356,TURKIYEM NET ILETISIM VE TELEKOMUNIKASYON HIZMETLERI A.S.
216451,Daten- und Telekommunikations GmbH Dessau
262150,EPEC Telecomunicaciones
262179,Telenetwork de El Salvador
262181,Coral Telecom
262188,Satel NV
262202,Telefonica de Costa Rica TC
262210,VIETTEL PERU
262215,ITELKOM
262216,TELCONET S A
262220,HV TELEVISION S.A.S
262221,ESTRELA TELECOM
262248,Metro Telecom
262272,FIT Telecom
262282,MARIA LUCIANA MACHADO E CIA
262290,NewParce - Internet de Hipervelocidade
262300,SUPER CONNECT TELECOM
262301,Netmig Telecom
262311,IMBRANET TELECOM
262312,VEX TELECOM SERVIÇOS DE TELECOMUNICAÇÃO LTDA
262317,ROS Telecom
262318,Horizons Telecomunicacoes e Tecnologia
262323,STAR CONECT TELECOM LTDA
262324,AS262324 ALLREDE TELECOM (UNILINK)
262342,WZNET TELECOM
262346,FP Telecomunicacoes LTDA
262351,BRSITE
262352,NOVA TELECOM  AS262352
262365,IBITelecom
262379,HZ TELECOMUNICAÇÕES E INFORMATICA LTDA
262380,Rontel
262385,VSAT TELECOMUNICAÇÕES
262391,ACESSOLINE TELECOMUNICACOES LTDA
262403,NetWay Telecom
262407,RAPIDANET TELECOM LTDA
262417,UltraTelecom
262426,BRAVA TELECOMUNICACOES RONDONOPOLIS
262433,QI Equipamentos para Informática
262447,IMG BRASIL TELECOMUNICA??ES LTDA
262450,NORTENET TELECOMUNICACOES DO BRASIL LTDA - EPP
262459,Osirnet Info Telecom
262463,TELECOM CORDEIROPOLIS
